timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260320_194413,5,10000,500,360,86000,103967,88000,15967,0,566.4,566.4,479.4,87.0,3,
