timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260502_132403,6,,,120,,7200000,,300000,1,1216.3,2405.4,1165.6,50.7,2,"1,2021-01-01T00:00Z,1609459200,carbon-pod-1,node-ISNE,ISNE,node-SCL,SCL,1216.3,0.0"
