timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260421_165150,6,,,10080,,604800000,,60000,1,174424.4,267466.7,174407.1,17.3,168,"1,2021-01-01T00:00Z,1609459200,carbon-pod-1,node-NE,NE,node-CENT,CENT,1618.9,1056.0"
