event_num,timestamp,sim_time,pod_name,source_node,source_region,target_node,target_region,intensity_before,intensity_after,migration_duration_ms,event_type,reason
1,2021-01-01T00:00Z,1609459200,carbon-pod-1,node-NE,NE,node-CENT,CENT,1618.9,1056.0,60000,migrate,
