timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260328_004920,5,100000,5000,360,,40089848,35972000,629499,50,0.0,0.0,0.0,0.0,1075,"1,2026-03-29T07:50:19Z,1577836800,carbon-pod-1,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12536;2,2026-03-29T07:51:10Z,1577844000,carbon-pod-2,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12784;3,2026-03-29T07:57:13Z,1577876400,carbon-pod-3,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12727;4,2026-03-29T08:02:02Z,1577905200,carbon-pod-4,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12664;5,2026-03-29T08:11:02Z,1577955600,carbon-pod-5,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12653;6,2026-03-29T08:14:10Z,1577973600,carbon-pod-6,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12672;7,2026-03-29T08:20:03Z,1578009600,carbon-pod-7,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12653;8,2026-03-29T08:26:06Z,1578042000,carbon-pod-8,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12699;9,2026-03-29T09:10:36Z,1578301200,carbon-pod-9,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12531;10,2026-03-29T09:14:32Z,1578322800,carbon-pod-10,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12467;11,2026-03-29T09:22:36Z,1578369600,carbon-pod-11,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12472;12,2026-03-29T09:23:39Z,1578376800,carbon-pod-12,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12512;13,2026-03-29T09:24:04Z,1578380400,carbon-pod-13,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12764;14,2026-03-29T09:26:09Z,1578391200,carbon-pod-14,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12698;15,2026-03-29T09:47:03Z,1578513600,carbon-pod-15,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12456;16,2026-03-29T09:49:08Z,1578524400,carbon-pod-16,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12568;17,2026-03-29T10:00:31Z,1578589200,carbon-pod-17,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12442;18,2026-03-29T10:01:09Z,1578592800,carbon-pod-18,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12455;19,2026-03-29T11:19:03Z,1579046400,carbon-pod-19,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12728;20,2026-03-29T11:22:10Z,1579064400,carbon-pod-20,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12500;21,2026-03-29T11:25:42Z,1579086000,carbon-pod-21,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12944;22,2026-03-29T11:26:32Z,1579089600,carbon-pod-22,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12636;23,2026-03-29T11:59:10Z,1579280400,carbon-pod-23,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12504;24,2026-03-29T12:00:00Z,1579284000,carbon-pod-24,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12519;25,2026-03-29T12:01:03Z,1579291200,carbon-pod-25,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12400;26,2026-03-29T12:03:07Z,1579302000,carbon-pod-26,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12473;27,2026-03-29T14:13:13Z,1580058000,carbon-pod-27,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12499;28,2026-03-29T14:15:31Z,1580072400,carbon-pod-28,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12576;29,2026-03-29T14:25:03Z,1580126400,carbon-pod-29,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12475;30,2026-03-29T14:27:32Z,1580140800,carbon-pod-30,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12475;31,2026-03-29T14:30:02Z,1580155200,carbon-pod-31,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12453;32,2026-03-29T14:33:34Z,1580176800,carbon-pod-32,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12790;33,2026-03-29T14:43:30Z,1580234400,carbon-pod-33,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12600;34,2026-03-29T14:50:32Z,1580274000,carbon-pod-34,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12438;35,2026-03-29T14:56:32Z,1580310000,carbon-pod-35,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12450;36,2026-03-29T14:57:10Z,1580313600,carbon-pod-36,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12580;37,2026-03-29T14:59:02Z,1580324400,carbon-pod-37,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12531;38,2026-03-29T15:02:34Z,1580342400,carbon-pod-38,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12511;39,2026-03-29T15:08:09Z,1580374800,carbon-pod-39,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12540;40,2026-03-29T15:09:36Z,1580385600,carbon-pod-40,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12510;41,2026-03-29T15:35:38Z,1580536800,carbon-pod-41,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12560;42,2026-03-29T15:39:34Z,1580558400,carbon-pod-42,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12556;43,2026-03-29T15:42:41Z,1580576400,carbon-pod-43,kind-worker,NE,kind-worker3,CENT,N/A,N/A,13151;44,2026-03-29T15:44:33Z,1580587200,carbon-pod-44,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12503;45,2026-03-29T15:45:11Z,1580590800,carbon-pod-45,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12630;46,2026-03-29T15:49:08Z,1580612400,carbon-pod-46,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12518;47,2026-03-29T16:50:09Z,1580965200,carbon-pod-47,kind-worker,NE,kind-worker3,CENT,N/A,N/A,12858;48,2026-03-29T16:51:00Z,1580972400,carbon-pod-48,kind-worker3,CENT,kind-worker,NE,N/A,N/A,12567;49,2026-03-29T17:31:31Z,1581206400,carbon-pod-49,kind-worker,NE,kind-worker2,TEN,N/A,N/A,12579;50,2026-03-29T17:38:34Z,1581246000,carbon-pod-50,kind-worker2,TEN,kind-worker,NE,N/A,N/A,12692"
