timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260416_175017,5,,,2880,,172800000,,240000,4,8840.8,9004.0,8828.5,12.3,48,"1,2021-01-01T16:00Z,1609516800,carbon-pod-1,node-NE,NE,node-TEN,TEN,187.1,190.7;2,2021-01-02T01:00Z,1609549200,carbon-pod-2,node-TEN,TEN,node-NE,NE,204.4,214.5;3,2021-01-02T04:00Z,1609560000,carbon-pod-3,node-NE,NE,node-TEN,TEN,181.9,182.3;4,2021-01-02T05:00Z,1609563600,carbon-pod-4,node-TEN,TEN,node-NE,NE,175.3,178.1"
