timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260320_205435,5,10000,10000,360,1812000,3155912,3145000,10912,8,9527.1,9593.5,9494.2,32.9,85,"1,2026-03-21T04:33:27Z,1609506000,carbon-pod-1,kind-worker,NE,kind-worker2,TEN,181.5,195.2;2,2026-03-21T04:38:01Z,1609531200,carbon-pod-2,kind-worker2,TEN,kind-worker,NE,190.1,216.2;3,2026-03-21T04:39:28Z,1609538400,carbon-pod-3,kind-worker,NE,kind-worker2,TEN,218.3,199.9;4,2026-03-21T04:39:53Z,1609542000,carbon-pod-4,kind-worker2,TEN,kind-worker,NE,199.9,215.2;5,2026-03-21T05:07:31Z,1609700400,carbon-pod-5,kind-worker,NE,kind-worker3,CENT,N/A,N/A;6,2026-03-21T05:09:23Z,1609711200,carbon-pod-6,kind-worker3,CENT,kind-worker,NE,N/A,N/A;7,2026-03-21T05:12:30Z,1609729200,carbon-pod-7,kind-worker,NE,kind-worker2,TEN,N/A,N/A;8,2026-03-21T05:12:55Z,1609732800,carbon-pod-8,kind-worker2,TEN,kind-worker,NE,N/A,N/A"
