timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260416_173713,5,,,2880,,172800000,,180000,3,56730.8,74732.9,56671.7,59.1,48,"1,2021-01-01T00:00Z,1609459200,carbon-pod-1,node-NE,NE,node-CENT,CENT,1618.9,1056.0;2,2021-01-02T08:00Z,1609574400,carbon-pod-2,node-CENT,CENT,node-NE,NE,1323.5,1371.1;3,2021-01-02T10:00Z,1609581600,carbon-pod-3,node-NE,NE,node-CENT,CENT,1352.2,1372.6"
