timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260527_125026,6,,,2880,,176400000,,1800000,1,1747.1,49538.7,1164.8,582.4,49,"1,2020-01-01T00:00Z,1577836800,carbon-pod-1,node-ISNE,ISNE,node-SCL,SCL,1164.8,0.0"
