event_num,timestamp,sim_time,pod_name,source_node,source_grid,target_node,target_grid,intensity_before,intensity_after,migration_duration_ms,event_type,reason
1,2020-01-01T00:00Z,1577836800,carbon-pod-1,node-ISNE,ISNE,node-SCL,SCL,1164.8,0.0,1800000,migrate,
