sim_time,sim_datetime,region,intensity_gco2kwh,cumulative_carbon_gco2,migrations_so_far,active_pod
1595174400,2020-07-19 16:00,NE,244.6,244.6,0,carbon-pod
1595178000,2020-07-19 17:00,NE,250.1,494.7,0,carbon-pod
1595181600,2020-07-19 18:00,NE,249.4,744.1,0,carbon-pod
1595185200,2020-07-19 19:00,NE,243.0,987.1,0,carbon-pod
1595188800,2020-07-19 20:00,NE,240.9,1228.0,0,carbon-pod
1595192400,2020-07-19 21:00,NE,241.0,1468.9,0,carbon-pod
1595196000,2020-07-19 22:00,NE,242.4,1711.4,0,carbon-pod
1595199600,2020-07-19 23:00,NE,246.2,1957.5,0,carbon-pod
1595203200,2020-07-20 00:00,NE,251.3,2208.8,0,carbon-pod
1595206800,2020-07-20 01:00,NE,245.3,2454.1,0,carbon-pod
1595210400,2020-07-20 02:00,NE,235.2,2689.4,0,carbon-pod
1595214000,2020-07-20 03:00,NE,223.2,2912.6,0,carbon-pod
1595217600,2020-07-20 04:00,NE,211.1,3123.7,0,carbon-pod
1595221200,2020-07-20 05:00,NE,206.1,3329.8,0,carbon-pod
1595224800,2020-07-20 06:00,NE,203.6,3533.4,0,carbon-pod
1595228400,2020-07-20 07:00,NE,200.1,3733.4,0,carbon-pod
1595232000,2020-07-20 08:00,NE,201.8,3935.2,0,carbon-pod
1595235600,2020-07-20 09:00,NE,206.5,4141.7,0,carbon-pod
1595239200,2020-07-20 10:00,NE,213.9,4355.6,0,carbon-pod
1595242800,2020-07-20 11:00,NE,225.1,4580.8,0,carbon-pod
1595246400,2020-07-20 12:00,NE,242.3,4823.1,0,carbon-pod
1595250000,2020-07-20 13:00,NE,248.5,5071.6,0,carbon-pod
1595253600,2020-07-20 14:00,NE,259.2,5330.8,0,carbon-pod
1595257200,2020-07-20 15:00,NE,253.0,5583.8,0,carbon-pod
1595260800,2020-07-20 16:00,NE,256.2,5840.1,0,carbon-pod
1595264400,2020-07-20 17:00,NE,259.0,6099.0,0,carbon-pod
1595268000,2020-07-20 18:00,NE,253.1,6352.1,0,carbon-pod
1595271600,2020-07-20 19:00,NE,249.2,6601.3,0,carbon-pod
1595275200,2020-07-20 20:00,NE,242.0,6843.4,0,carbon-pod
1595278800,2020-07-20 21:00,NE,247.3,7090.7,0,carbon-pod
1595282400,2020-07-20 22:00,NE,251.1,7341.8,0,carbon-pod
1595286000,2020-07-20 23:00,NE,255.8,7597.5,0,carbon-pod
1595289600,2020-07-21 00:00,NE,258.4,7855.9,0,carbon-pod
1595293200,2020-07-21 01:00,NE,255.5,8111.4,0,carbon-pod
1595296800,2020-07-21 02:00,NE,242.2,8353.6,0,carbon-pod
1595300400,2020-07-21 03:00,NE,223.4,8577.1,0,carbon-pod
1595304000,2020-07-21 04:00,NE,210.5,8787.5,0,carbon-pod
1595307600,2020-07-21 05:00,NE,205.1,8992.6,0,carbon-pod
1595311200,2020-07-21 06:00,NE,197.5,9190.1,0,carbon-pod
1595314800,2020-07-21 07:00,NE,195.4,9385.5,0,carbon-pod
1595318400,2020-07-21 08:00,NE,194.8,9580.4,0,carbon-pod
1595322000,2020-07-21 09:00,NE,195.3,9775.7,0,carbon-pod
1595325600,2020-07-21 10:00,NE,205.5,9981.2,0,carbon-pod
1595329200,2020-07-21 11:00,NE,216.6,10197.8,0,carbon-pod
1595332800,2020-07-21 12:00,NE,224.5,10422.3,0,carbon-pod
1595336400,2020-07-21 13:00,NE,231.5,10653.8,0,carbon-pod
1595340000,2020-07-21 14:00,NE,242.6,10896.4,0,carbon-pod
1595343600,2020-07-21 15:00,NE,249.3,11145.6,0,carbon-pod
1595347200,2020-07-21 16:00,NE,252.3,11398.0,0,carbon-pod
1595350800,2020-07-21 17:00,NE,257.4,11655.3,0,carbon-pod
1595354400,2020-07-21 18:00,NE,256.6,11911.9,0,carbon-pod
1595358000,2020-07-21 19:00,NE,253.7,12165.6,0,carbon-pod
1595361600,2020-07-21 20:00,NE,253.0,12418.6,0,carbon-pod
1595365200,2020-07-21 21:00,NE,249.1,12667.6,0,carbon-pod
1595368800,2020-07-21 22:00,NE,251.2,12918.8,0,carbon-pod
1595372400,2020-07-21 23:00,NE,251.6,13170.4,0,carbon-pod
1595376000,2020-07-22 00:00,NE,249.5,13420.0,0,carbon-pod
1595379600,2020-07-22 01:00,NE,244.8,13664.8,0,carbon-pod
1595383200,2020-07-22 02:00,NE,232.9,13897.7,0,carbon-pod
1595386800,2020-07-22 03:00,NE,216.6,14114.3,0,carbon-pod
1595390400,2020-07-22 04:00,NE,216.4,14330.8,0,carbon-pod
1595394000,2020-07-22 05:00,NE,209.7,14540.4,0,carbon-pod
1595397600,2020-07-22 06:00,NE,208.5,14748.9,0,carbon-pod
1595401200,2020-07-22 07:00,NE,215.1,14964.0,0,carbon-pod
1595404800,2020-07-22 08:00,NE,210.7,15174.7,0,carbon-pod
1595408400,2020-07-22 09:00,NE,216.1,15390.8,0,carbon-pod
1595412000,2020-07-22 10:00,NE,222.4,15613.2,0,carbon-pod
1595415600,2020-07-22 11:00,NE,229.5,15842.7,0,carbon-pod
1595419200,2020-07-22 12:00,NE,235.4,16078.1,0,carbon-pod
1595422800,2020-07-22 13:00,NE,240.0,16318.1,0,carbon-pod
1595426400,2020-07-22 14:00,NE,244.3,16562.3,0,carbon-pod
1595430000,2020-07-22 15:00,NE,248.8,16811.2,0,carbon-pod
1595433600,2020-07-22 16:00,NE,253.1,17064.3,0,carbon-pod
1595437200,2020-07-22 17:00,NE,255.3,17319.6,0,carbon-pod
1595440800,2020-07-22 18:00,NE,254.3,17573.9,0,carbon-pod
1595444400,2020-07-22 19:00,NE,254.4,17828.3,0,carbon-pod
1595448000,2020-07-22 20:00,NE,250.9,18079.2,0,carbon-pod
1595451600,2020-07-22 21:00,NE,243.4,18322.6,0,carbon-pod
1595455200,2020-07-22 22:00,NE,242.8,18565.4,0,carbon-pod
1595458800,2020-07-22 23:00,NE,243.9,18809.3,0,carbon-pod
1595462400,2020-07-23 00:00,NE,242.4,19051.7,0,carbon-pod
1595466000,2020-07-23 01:00,NE,237.2,19288.9,0,carbon-pod
1595469600,2020-07-23 02:00,NE,226.5,19515.3,0,carbon-pod
1595473200,2020-07-23 03:00,NE,215.6,19730.9,0,carbon-pod
1595476800,2020-07-23 04:00,NE,206.2,19937.1,0,carbon-pod
1595480400,2020-07-23 05:00,NE,201.6,20138.8,0,carbon-pod
1595484000,2020-07-23 06:00,NE,195.7,20334.5,0,carbon-pod
1595487600,2020-07-23 07:00,NE,205.0,20539.5,0,carbon-pod
1595491200,2020-07-23 08:00,NE,209.6,20749.1,0,carbon-pod
1595494800,2020-07-23 09:00,NE,205.7,20954.7,0,carbon-pod
1595498400,2020-07-23 10:00,NE,214.4,21169.1,0,carbon-pod
