datetime,carbon_intensity_direct_avg,source_csv,source_path,region,subregion_name
2022-09-01 04:00:00+00:00,173.41,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 05:00:00+00:00,160.43,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 06:00:00+00:00,151.11,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 07:00:00+00:00,149.23,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 08:00:00+00:00,148.02,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 09:00:00+00:00,160.56,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 10:00:00+00:00,177.64,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 11:00:00+00:00,187.17,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 12:00:00+00:00,191.33,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 13:00:00+00:00,190.06,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 14:00:00+00:00,187.25,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 15:00:00+00:00,192.51,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 16:00:00+00:00,193.15,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 17:00:00+00:00,192.11,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-01 18:00:00+00:00,130.3,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-01 19:00:00+00:00,102.52,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-01 20:00:00+00:00,83.41,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-01 21:00:00+00:00,77.04,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-01 22:00:00+00:00,85.24,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-01 23:00:00+00:00,114.12,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-02 00:00:00+00:00,212.07,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 01:00:00+00:00,187.73,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-02 02:00:00+00:00,184.9,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 03:00:00+00:00,159.67,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 04:00:00+00:00,144.8,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 05:00:00+00:00,134.85,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 06:00:00+00:00,132.18,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 07:00:00+00:00,128.06,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 08:00:00+00:00,133.23,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 09:00:00+00:00,135.61,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 10:00:00+00:00,152.96,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 11:00:00+00:00,166.16,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 12:00:00+00:00,167.29,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 13:00:00+00:00,164.43,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 14:00:00+00:00,160.0,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 15:00:00+00:00,163.76,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 16:00:00+00:00,165.04,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 17:00:00+00:00,168.59,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-02 18:00:00+00:00,173.46,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-02 19:00:00+00:00,98.57,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-02 20:00:00+00:00,81.6,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-02 21:00:00+00:00,77.63,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-02 22:00:00+00:00,86.25,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-02 23:00:00+00:00,107.9,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-03 00:00:00+00:00,194.9,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 01:00:00+00:00,189.89,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-03 02:00:00+00:00,185.76,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 03:00:00+00:00,164.93,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 04:00:00+00:00,153.48,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 05:00:00+00:00,154.35,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 06:00:00+00:00,152.26,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 07:00:00+00:00,147.21,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 08:00:00+00:00,149.28,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 09:00:00+00:00,148.43,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 10:00:00+00:00,155.63,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 11:00:00+00:00,161.83,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 12:00:00+00:00,163.1,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 13:00:00+00:00,169.53,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 14:00:00+00:00,164.99,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 15:00:00+00:00,163.74,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 16:00:00+00:00,167.74,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 17:00:00+00:00,175.85,US-CAL-CISO.csv,data/regions/CAL/US-CAL-CISO.csv,CAL,US-CAL-CISO
2022-09-03 18:00:00+00:00,184.07,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-03 19:00:00+00:00,81.68,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-03 20:00:00+00:00,71.96,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-03 21:00:00+00:00,73.59,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-03 22:00:00+00:00,191.84,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-03 23:00:00+00:00,194.83,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-04 00:00:00+00:00,184.45,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-04 01:00:00+00:00,170.26,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-04 02:00:00+00:00,169.82,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-04 03:00:00+00:00,168.61,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-04 04:00:00+00:00,156.15,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 05:00:00+00:00,153.25,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 06:00:00+00:00,154.06,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 07:00:00+00:00,151.43,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 08:00:00+00:00,147.76,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
