policy,source_region,start_ts,start_datetime,hw_weighting,overhead_cost,deadline_gate,ablation_id,lookahead_hours,app_size_mb,expected_completion_min,deadline_multiplier,total_carbon_gco2,baseline_carbon_gco2,savings_pct,migration_count,completed_hours,sweep_kind
6,CENT,1577836800,2020-01-01T00:00:00+00:00,False,False,False,HW0_OH0_DL0,48,64.0,120,1.5,3420.0,1694.3,-101.854,1,2,ablation
6,CENT,1577836800,2020-01-01T00:00:00+00:00,False,False,True,HW0_OH0_DL1,48,64.0,120,1.5,3420.0,1694.3,-101.854,1,2,ablation
6,CENT,1577836800,2020-01-01T00:00:00+00:00,False,True,False,HW0_OH1_DL0,48,64.0,120,1.5,3420.0,1694.3,-101.854,1,2,ablation
6,CENT,1577836800,2020-01-01T00:00:00+00:00,False,True,True,HW0_OH1_DL1,48,64.0,120,1.5,3420.0,1694.3,-101.854,1,2,ablation
6,CENT,1577836800,2020-01-01T00:00:00+00:00,True,False,False,HW1_OH0_DL0,48,64.0,120,1.5,1694.3,1694.3,0.0,0,2,ablation
6,CENT,1577836800,2020-01-01T00:00:00+00:00,True,False,True,HW1_OH0_DL1,48,64.0,120,1.5,1694.3,1694.3,0.0,0,2,ablation
6,CENT,1577836800,2020-01-01T00:00:00+00:00,True,True,False,HW1_OH1_DL0,48,64.0,120,1.5,1694.3,1694.3,0.0,0,2,ablation
6,CENT,1577836800,2020-01-01T00:00:00+00:00,True,True,True,HW1_OH1_DL1,48,64.0,120,1.5,1694.3,1694.3,0.0,0,2,ablation
6,CENT,1577836800,2020-01-01T00:00:00+00:00,True,True,True,HW1_OH1_DL1,1,64.0,120,1.5,1694.3,1694.3,0.0,0,2,horizon
6,CENT,1577836800,2020-01-01T00:00:00+00:00,True,True,True,HW1_OH1_DL1,2,64.0,120,1.5,1694.3,1694.3,0.0,0,2,horizon
