timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260320_200439,5,10000,5000,360,869000,1293551,1288000,5551,4,6454.8,6521.2,6427.1,27.7,35,"1,2026-03-21T03:27:40Z,1609506000,carbon-pod-1,kind-worker,NE,kind-worker2,TEN,181.5,195.2;2,2026-03-21T03:32:13Z,1609531200,carbon-pod-2,kind-worker2,TEN,kind-worker,NE,190.1,216.2;3,2026-03-21T03:33:40Z,1609538400,carbon-pod-3,kind-worker,NE,kind-worker2,TEN,218.3,199.9;4,2026-03-21T03:34:17Z,1609542000,carbon-pod-4,kind-worker2,TEN,kind-worker,NE,199.9,215.2"
