timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260324_174347,5,10000,50000,360,8639000,1462681,,,4,7427.6,7454.2,,,40,"1,2026-03-25T03:15:54Z,1609502400,carbon-pod-1,kind-worker,NE,kind-worker2,TEN,182.3,198.1;2,2026-03-25T03:20:24Z,1609527600,carbon-pod-2,kind-worker2,TEN,kind-worker,NE,192.6,207.7;3,2026-03-25T03:22:02Z,1609538400,carbon-pod-3,kind-worker,NE,kind-worker2,TEN,218.3,199.9;4,2026-03-25T03:22:27Z,1609542000,carbon-pod-4,kind-worker2,TEN,kind-worker,NE,199.9,215.2"
