overhead_min,start_ts,source_grid_chosen,policy,total_carbon_kgco2eq,migration_count,dest_grids_visited
5,1596283200,PGE,2,45.044,7,CISO|PGE|CISO|BANC|PGE|IPCO|PGE
5,1597600800,PGE,2,58.137,2,ISNE|PGE
5,1598918400,PGE,2,58.672,8,CISO|PGE|BANC|PGE|BANC|ISNE|PGE|BANC
5,1600236000,ISNE,2,69.964,15,DUK|PGE|DUK|CISO|BANC|PGE|BANC|PGE|ISNE|DUK|PGE|BANC|PGE|BANC|DUK
5,1601553600,ISNE,2,69.426,12,PGE|TVA|BANC|PGE|BANC|PGE|DUK|PGE|BANC|ISNE|PGE|ISNE
5,1602871200,PGE,2,46.217,8,NYIS|PGE|IPCO|PGE|NYIS|PGE|NYIS|PGE
5,1604188800,PGE,2,37.745,4,NWMT|PGE|NWMT|PGE
5,1605506400,ISNE,2,40.533,3,PGE|ISNE|PGE
5,1606824000,ISNE,2,43.777,4,PGE|ISNE|PGE|ISNE
5,1608141600,PGE,2,39.69,0,
5,1577836800,ISNE,3,58.938,1,PGE
5,1579154400,ISNE,3,51.163,1,PGE
5,1580472000,ISNE,3,45.348,1,PGE
5,1581789600,PGE,3,36.054,0,
5,1583107200,PGE,3,42.213,0,
5,1584424800,ISNE,3,51.108,3,NYIS|ISNE|NYIS
5,1585742400,BANC,3,44.33,0,
5,1587060000,IPCO,3,33.57,2,BANC|CISO
5,1588377600,PGE,3,15.283,0,
5,1589695200,PGE,3,7.918,0,
5,1591012800,PGE,3,3.769,0,
5,1592330400,PGE,3,3.606,2,IPCO|PGE
5,1593648000,PGE,3,4.802,0,
5,1594965600,PGE,3,34.782,2,BANC|PGE
5,1596283200,PGE,3,44.532,2,BANC|PGE
5,1597600800,PGE,3,57.441,0,
5,1598918400,PGE,3,56.229,0,
5,1600236000,ISNE,3,68.036,2,PGE|DUK
5,1601553600,ISNE,3,61.565,4,PGE|ISNE|PGE|ISNE
5,1602871200,PGE,3,45.889,2,NYIS|PGE
5,1604188800,PGE,3,39.967,2,NWMT|PGE
5,1605506400,ISNE,3,40.498,1,PGE
5,1606824000,ISNE,3,46.763,2,PGE|ISNE
5,1608141600,PGE,3,39.69,0,
5,1577836800,ISNE,4,52.68,1,PGE
5,1579154400,ISNE,4,51.163,1,PGE
5,1580472000,ISNE,4,45.348,1,PGE
5,1581789600,PGE,4,36.054,0,
5,1583107200,PGE,4,42.213,0,
5,1584424800,ISNE,4,50.223,3,NYIS|ISNE|NYIS
5,1585742400,BANC,4,44.33,0,
5,1587060000,IPCO,4,33.366,1,BANC
5,1588377600,PGE,4,15.283,0,
5,1589695200,PGE,4,7.918,0,
5,1591012800,PGE,4,3.769,0,
5,1592330400,PGE,4,3.207,0,
5,1593648000,PGE,4,4.802,0,
5,1594965600,PGE,4,33.633,0,
5,1596283200,PGE,4,47.085,3,BANC|IPCO|PGE
5,1597600800,PGE,4,57.441,0,
5,1598918400,PGE,4,56.229,0,
5,1600236000,ISNE,4,67.328,2,DUK|PGE
5,1601553600,ISNE,4,63.278,1,PGE
5,1602871200,PGE,4,44.825,0,
5,1604188800,PGE,4,38.972,0,
5,1605506400,ISNE,4,40.498,1,PGE
5,1606824000,ISNE,4,49.909,1,PGE
5,1608141600,PGE,4,39.69,0,
5,1577836800,ISNE,5,51.481,9,BANC|ISNE|TVA|PGE|IPCO|PGE|ISNE|NYIS|PGE
5,1579154400,ISNE,5,50.555,7,NYIS|PGE|NYIS|ISNE|PGE|ISNE|PGE
5,1580472000,ISNE,5,45.803,11,PGE|IPCO|PGE|IPCO|PGE|IPCO|PGE|BANC|PGE|NYIS|PGE
5,1581789600,PGE,5,37.093,6,BANC|PGE|BANC|PGE|BANC|PGE
5,1583107200,PGE,5,42.833,9,BANC|PGE|NYIS|BANC|PGE|BANC|PGE|BANC|PGE
5,1584424800,ISNE,5,48.072,5,NYIS|ISNE|NYIS|ISNE|NYIS
5,1585742400,BANC,5,38.49,6,CISO|IPCO|BANC|CISO|IPCO|BANC
5,1587060000,IPCO,5,30.229,4,BANC|IPCO|BANC|CISO
5,1588377600,PGE,5,12.543,6,BANC|ISNE|PGE|IPCO|ISNE|PGE
5,1589695200,PGE,5,7.918,0,
5,1591012800,PGE,5,3.769,0,
5,1592330400,PGE,5,3.429,2,IPCO|PGE
5,1593648000,PGE,5,4.802,0,
5,1594965600,PGE,5,35.639,12,IPCO|PGE|IPCO|PGE|IPCO|PGE|IPCO|PGE|CISO|PGE|BANC|PGE
5,1596283200,PGE,5,44.618,8,CISO|PGE|CISO|BANC|PGE|IPCO|PGE|IPCO
5,1597600800,PGE,5,58.058,2,ISNE|PGE
5,1598918400,PGE,5,57.841,8,CISO|PGE|BANC|PGE|BANC|ISNE|PGE|BANC
5,1600236000,ISNE,5,68.815,15,DUK|PGE|DUK|CISO|BANC|PGE|BANC|PGE|ISNE|DUK|PGE|BANC|PGE|BANC|DUK
