timestamp,policy,bodies,iters,expected_duration_min,baseline_ms,total_runtime_ms,workload_reported_ms,migration_overhead_ms,num_migrations,total_carbon_gco2,baseline_carbon_gco2,job_time_carbon_gco2,migration_carbon_gco2,hours_tracked,migration_events
20260324_151941,5,10000,10000,360,1728000,3135291,3126000,9291,8,16754.7,16251.1,16705.0,49.7,85,"1,2026-03-24T22:56:36Z,1609502400,carbon-pod-1,kind-worker,NE,kind-worker2,TEN,182.3,198.1;2,2026-03-24T23:01:07Z,1609527600,carbon-pod-2,kind-worker2,TEN,kind-worker,NE,192.6,207.7;3,2026-03-24T23:02:34Z,1609538400,carbon-pod-3,kind-worker,NE,kind-worker2,TEN,218.3,199.9;4,2026-03-24T23:02:58Z,1609538400,carbon-pod-4,kind-worker2,TEN,kind-worker,NE,199.9,218.3;5,2026-03-24T23:30:29Z,1609700400,carbon-pod-5,kind-worker,NE,kind-worker3,CENT,226.3,373.9;6,2026-03-24T23:32:33Z,1609711200,carbon-pod-6,kind-worker3,CENT,kind-worker,NE,375.2,218.8;7,2026-03-24T23:35:38Z,1609729200,carbon-pod-7,kind-worker,NE,kind-worker2,TEN,198.0,241.5;8,2026-03-24T23:36:03Z,1609732800,carbon-pod-8,kind-worker2,TEN,kind-worker,NE,234.0,184.0"
